"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"A2M2",0,0.763995394162731,0.528,0.098,0,"4","A2M"
"EDN11",0,0.760149425699959,0.353,0.039,0,"4","EDN1"
"CAV12",0,0.741504458978341,0.673,0.265,0,"4","CAV1"
"TM4SF11",0,0.73850109743944,0.83,0.256,0,"4","TM4SF1"
"LDB21",0,0.736544753207901,0.51,0.063,0,"4","LDB2"
"GIMAP71",0,0.732762131244383,0.516,0.077,0,"4","GIMAP7"
"PLK23",0,0.731412390147841,0.601,0.22,0,"4","PLK2"
"CLDN51",0,0.727489953322274,0.356,0.06,0,"4","CLDN5"
"SDPR1",0,0.721371562216014,0.477,0.058,0,"4","SDPR"
"VWF1",0,0.719163054038369,0.415,0.045,0,"4","VWF"
"IFI61",0,0.697755618413123,0.581,0.257,0,"4","IFI6"
"RAMP2",0,0.693455335988275,0.446,0.047,0,"4","RAMP2"
"HLA-DRB51",0,0.687876251682413,0.485,0.064,0,"4","HLA-DRB5"
"NPDC11",0,0.622058437851511,0.475,0.096,0,"4","NPDC1"
"ENPP21",0,0.602805486877163,0.348,0.037,0,"4","ENPP2"
"IFITM22",0,0.592602024838307,0.58,0.278,0,"4","IFITM2"
"TSPAN7",0,0.585038682855681,0.403,0.066,0,"4","TSPAN7"
"SNAI1",0,0.584692246288494,0.381,0.085,0,"4","SNAI1"
"ADGRL41",0,0.565590248064136,0.423,0.043,0,"4","ADGRL4"
"HLA-DMA1",0,0.55777420309494,0.402,0.053,0,"4","HLA-DMA"
"FXYD51",0,0.551450686396987,0.44,0.079,0,"4","FXYD5"
"IFITM11",0,0.548914562914691,0.496,0.2,0,"4","IFITM1"
"BCAM2",0,0.539809788967267,0.45,0.098,0,"4","BCAM"
"HLA-DPB11",0,0.538354988853848,0.497,0.091,0,"4","HLA-DPB1"
"MGST21",0,0.53779747081295,0.434,0.099,0,"4","MGST2"
"ECSCR.11",0,0.530346115639303,0.393,0.036,0,"4","ECSCR.1"
"CD591",0,0.520627874253169,0.582,0.265,0,"4","CD59"
"LIMS11",0,0.516847573811562,0.466,0.156,0,"4","LIMS1"
"RNASE1",0,0.515912647355218,0.371,0.076,0,"4","RNASE1"
"EMP11",0,0.514771173077087,0.535,0.22,0,"4","EMP1"
"PECAM1",0,0.5038172369845,0.358,0.03,0,"4","PECAM1"
"ARL4A1",0,0.501590283567817,0.425,0.141,0,"4","ARL4A"
"PRCP",0,0.497637699052398,0.372,0.071,0,"4","PRCP"
"CRHBP",0,0.477385491515873,0.302,0.041,0,"4","CRHBP"
"PDLIM11",0,0.474258160998036,0.41,0.103,0,"4","PDLIM1"
"TCF41",0,0.47389924964392,0.468,0.177,0,"4","TCF4"
"DUSP61",0,0.470050998277219,0.325,0.06,0,"4","DUSP6"
"CALCRL1",0,0.468249017394915,0.393,0.092,0,"4","CALCRL"
"TPM31",0,0.464116631174165,0.475,0.182,0,"4","TPM3"
"ESAM2",0,0.45909746594473,0.34,0.06,0,"4","ESAM"
"ANGPT21",0,0.441529145519312,0.326,0.076,0,"4","ANGPT2"
"NRN1",0,0.435342718395436,0.316,0.026,0,"4","NRN1"
"FMO2",0,0.43170569020527,0.271,0.02,0,"4","FMO2"
"PIM31",0,0.426262979050031,0.344,0.082,0,"4","PIM3"
"TFPI1",0,0.42422981366701,0.402,0.122,0,"4","TFPI"
"MYCT11",0,0.4214837388885,0.336,0.046,0,"4","MYCT1"
"GIMAP4",0,0.420919595790153,0.301,0.032,0,"4","GIMAP4"
"THBD1",0,0.415053685901124,0.291,0.053,0,"4","THBD"
"PCAT191",0,0.398313500352898,0.326,0.058,0,"4","PCAT19"
"CYYR1",0,0.395323956630428,0.3,0.025,0,"4","CYYR1"
"PSMB81",0,0.393683519948615,0.384,0.123,0,"4","PSMB8"
"CRIP21",0,0.389735335329883,0.296,0.068,0,"4","CRIP2"
"KLF2",0,0.388464220348585,0.313,0.057,0,"4","KLF2"
"LIFR1",0,0.38739653288571,0.307,0.075,0,"4","LIFR"
"LAP31",0,0.382162086224465,0.336,0.106,0,"4","LAP3"
"CPVL",0,0.381605021109332,0.295,0.041,0,"4","CPVL"
"AP1S21",0,0.37686205837546,0.304,0.075,0,"4","AP1S2"
"ARHGAP291",0,0.373062457697194,0.303,0.054,0,"4","ARHGAP29"
"IFIT31",0,0.372189000222786,0.299,0.073,0,"4","IFIT3"
"RAMP3",0,0.370281700360288,0.261,0.027,0,"4","RAMP3"
"EFNA11",0,0.366010001666366,0.276,0.065,0,"4","EFNA1"
"DUSP23",0,0.362558134491841,0.279,0.071,0,"4","DUSP23"
"ENG",0,0.357866737062918,0.301,0.089,0,"4","ENG"
"EPAS12",0,0.357512162874584,0.361,0.118,0,"4","EPAS1"
"PROCR",0,0.357499872014347,0.274,0.044,0,"4","PROCR"
"CXCL21",0,0.351187825153825,0.301,0.075,0,"4","CXCL2"
"GIMAP1",0,0.348487489468725,0.263,0.023,0,"4","GIMAP1"
"CD1511",0,0.347376682221842,0.34,0.107,0,"4","CD151"
"HLA-DQB1",0,0.346586564433557,0.325,0.056,0,"4","HLA-DQB1"
"KCTD12",0,0.346210866167845,0.288,0.078,0,"4","KCTD12"
"LEPR",0,0.342961290861253,0.265,0.04,0,"4","LEPR"
"NNMT1",0,0.336735004540813,0.414,0.145,0,"4","NNMT"
"PCDH171",0,0.318433013499861,0.264,0.053,0,"4","PCDH17"
"HHEX1",0,0.304724417728952,0.257,0.05,0,"4","HHEX"
"PSMB9",0,0.274303089942529,0.251,0.059,0,"4","PSMB9"
"ARPC1B",2.50952627635184e-297,0.330433027220759,0.33,0.108,4.7475218096024e-293,"4","ARPC1B"
"RAB11A",2.21710782522799e-296,0.364330516202037,0.378,0.138,4.19432458376631e-292,"4","RAB11A"
"IFI441",4.2600969089066e-296,0.276177325295512,0.251,0.068,8.0592513322695e-292,"4","IFI44"
"NFIB1",6.42819528080408e-287,0.330365983235227,0.296,0.093,1.21608598322252e-282,"4","NFIB"
"JUNB2",1.64303994385985e-284,0.498942137418858,0.971,0.769,3.10830296579407e-280,"4","JUNB"
"LMCD11",4.65186146531843e-284,0.337129175755791,0.348,0.121,8.8003915200894e-280,"4","LMCD1"
"HEXIM13",2.9750916266376e-276,0.641685796024969,0.582,0.302,5.62827833927301e-272,"4","HEXIM1"
"ANXA21",4.96391206204865e-264,0.480940416384319,0.572,0.294,9.39072883898363e-260,"4","ANXA2"
"TSPO",2.08273565360984e-261,0.350507823500992,0.385,0.152,3.9401193094991e-257,"4","TSPO"
"ANXA11",4.02184401633387e-261,0.31234250195917,0.632,0.309,7.60852451010041e-257,"4","ANXA1"
"IFIT11",1.17842856425764e-256,0.26331564166406,0.263,0.079,2.2293511578626e-252,"4","IFIT1"
"STOM1",1.3299495456693e-256,0.362608126674209,0.416,0.173,2.51599855049717e-252,"4","STOM"
"FOSB2",7.47976046815199e-254,0.546261529238029,0.686,0.39,1.41502108536499e-249,"4","FOSB"
"RDX1",4.10812514093467e-252,0.433986100333121,0.451,0.203,7.77175114162022e-248,"4","RDX"
"TAGLN21",6.33097700356544e-252,0.401516007023582,0.484,0.223,1.19769422953451e-247,"4","TAGLN2"
"GSN1",6.42684687410817e-252,0.450046744228948,0.483,0.225,1.21583089164378e-247,"4","GSN"
"MX11",6.43839800961391e-251,0.331792428411998,0.329,0.118,1.21801613545876e-246,"4","MX1"
"IER32",1.44127055328017e-238,0.516672629014003,0.464,0.215,2.72659563269542e-234,"4","IER3"
"SOCS21",2.96824558193222e-235,0.269383977284471,0.257,0.082,5.61532699189937e-231,"4","SOCS2"
"TSPAN4",1.34085640114186e-233,0.292649535215189,0.313,0.114,2.53663213968018e-229,"4","TSPAN4"
"GUK1",7.21293752114148e-227,0.409116430989633,0.498,0.253,1.36454352024955e-222,"4","GUK1"
"ETS21",7.44751600613566e-224,0.306423240481281,0.34,0.132,1.40892107804075e-219,"4","ETS2"
"ELF11",1.72834633397039e-219,0.300032501828248,0.351,0.14,3.26968559460518e-215,"4","ELF1"
"SNHG71",3.74747911954383e-212,0.445325795566973,0.548,0.304,7.08948099835302e-208,"4","SNHG7"
"BHLHE40",3.8469952227102e-210,0.28578932358002,0.259,0.089,7.27774556232315e-206,"4","BHLHE40"
"UBC2",7.34355493174619e-209,0.521993993321626,0.985,0.903,1.38925372198774e-204,"4","UBC"
"LEPROT",2.06108888775761e-207,0.335063254656526,0.395,0.178,3.89916795785985e-203,"4","LEPROT"
"HSD17B11",2.8633001579752e-201,0.330525935268628,0.391,0.177,5.41679123885749e-197,"4","HSD17B11"
"MT-ND5",1.45731640519629e-200,0.553795634665221,0.734,0.53,2.75695117535035e-196,"4","MT-ND5"
"S100A161",1.15732663666671e-199,0.28825007577293,0.298,0.115,2.18943053124608e-195,"4","S100A16"
"CDC371",4.06412976622531e-197,0.349134895544375,0.415,0.198,7.68852069174504e-193,"4","CDC37"
"CCNL12",9.56639853186673e-196,0.486526814436634,0.686,0.453,1.80977127425855e-191,"4","CCNL1"
"ARRDC31",1.85744955288113e-194,0.428078666844997,0.429,0.208,3.51392306414052e-190,"4","ARRDC3"
"CCDC85B1",8.75971562196509e-194,0.343303711169229,0.379,0.172,1.65716300136336e-189,"4","CCDC85B"
"MEF2C1",1.00812986940847e-190,0.307012424311599,0.319,0.131,1.90718008694694e-186,"4","MEF2C"
"KLF42",1.33550692141931e-190,0.491831971821857,0.594,0.345,2.52651199394105e-186,"4","KLF4"
"GSTK1",3.41534687357572e-184,0.251708720648529,0.279,0.108,6.46115321543054e-180,"4","GSTK1"
"RSRP12",1.78405548257524e-182,0.469026070730602,0.566,0.338,3.37507616193585e-178,"4","RSRP1"
"MTUS11",2.14675187328211e-177,0.255371074564324,0.257,0.097,4.06122519387509e-173,"4","MTUS1"
"SH3BP5",2.13857676595856e-175,0.279145270865442,0.325,0.14,4.0457595258404e-171,"4","SH3BP5"
"S100A10",1.06636166572786e-174,0.384102409403085,0.617,0.368,2.01734299922397e-170,"4","S100A10"
"EBPL",2.07705412688076e-171,0.258315322270607,0.293,0.121,3.92937099723301e-167,"4","EBPL"
"INTS62",9.3759124410474e-162,0.418062954655213,0.456,0.245,1.77373511559735e-157,"4","INTS6"
"SYPL1",1.57581827990395e-161,0.283258222922389,0.366,0.175,2.98113302192228e-157,"4","SYPL1"
"PSME1",3.6189281296982e-157,0.322217852354428,0.44,0.235,6.84628823576306e-153,"4","PSME1"
"TRA2B1",7.68898860916482e-157,0.415230519388133,0.62,0.405,1.4546028650818e-152,"4","TRA2B"
"JUN2",1.01785922026726e-156,0.407712231658035,0.958,0.818,1.92558607290161e-152,"4","JUN"
"SDCBP1",1.41303013303437e-153,0.319750787857195,0.626,0.39,2.67317040567442e-149,"4","SDCBP"
"MGP1",2.27540848490656e-153,0.404216451656751,0.375,0.186,4.30461777174623e-149,"4","MGP"
"CAPZA21",1.2380150729396e-144,0.310749072217171,0.433,0.237,2.34207691498713e-140,"4","CAPZA2"
"CPE1",1.55857915305067e-139,0.308521379025808,0.346,0.172,2.94852004174125e-135,"4","CPE"
"C10orf101",1.42397233882051e-138,0.375868029656795,0.297,0.136,2.69387087058063e-134,"4","C10orf10"
"APP",1.15331448925793e-137,0.318847320549462,0.506,0.302,2.18184035077815e-133,"4","APP"
"ADIRF1",1.73923468642746e-136,0.255946431442247,0.484,0.27,3.29028417978347e-132,"4","ADIRF"
"NPC2",5.99634732565413e-136,0.36273840039414,0.51,0.316,1.13438898706725e-131,"4","NPC2"
"SAT11",1.09626062704089e-134,0.517267307019211,0.807,0.64,2.07390585423595e-130,"4","SAT1"
"LY6E",2.92426944364881e-131,0.32148415601062,0.52,0.313,5.53213293349482e-127,"4","LY6E"
"ITM2B",2.14178863418348e-130,0.368601296331041,0.874,0.751,4.05183573814831e-126,"4","ITM2B"
"MT-ND12",6.32048128032902e-128,0.385297739685623,0.825,0.687,1.19570864861264e-123,"4","MT-ND1"
"SRSF51",7.58400606655162e-128,0.354926588024751,0.62,0.429,1.43474226767023e-123,"4","SRSF5"
"CHMP51",4.9114592625503e-121,0.269181433610956,0.387,0.213,9.29149863289266e-117,"4","CHMP5"
"SRSF32",6.22174030654999e-118,0.453873254043934,0.752,0.626,1.17702883119313e-113,"4","SRSF3"
"MT-ND22",1.49141708655573e-117,0.383477893844109,0.943,0.884,2.82146284434613e-113,"4","MT-ND2"
"PRSS23",9.87596371490332e-115,0.283277865315212,0.283,0.137,1.86833481558541e-110,"4","PRSS23"
"TSC22D11",1.12119336894794e-112,0.294484834974529,0.68,0.465,2.12107361537571e-108,"4","TSC22D1"
"FCGRT",7.62397283340569e-112,0.288448247211883,0.453,0.274,1.44230318062369e-107,"4","FCGRT"
"DDX3X1",8.61887746161366e-105,0.301637066450158,0.503,0.325,1.63051923818807e-100,"4","DDX3X"
"PTRF1",7.23854194846406e-103,0.253009679578711,0.424,0.251,1.36938736581043e-98,"4","PTRF"
"TMEM59",4.44632026615098e-98,0.285682498073528,0.541,0.37,8.41154867950442e-94,"4","TMEM59"
"ZFP36L12",9.31203756027772e-96,0.361790592335599,0.59,0.414,1.76165126565334e-91,"4","ZFP36L1"
"KLF61",1.3581115759079e-93,0.272430651623844,0.498,0.321,2.56927547930256e-89,"4","KLF6"
"HSPA1B3",3.28442634156226e-87,0.310567351677041,0.807,0.637,6.21347775296748e-83,"4","HSPA1B"
"XIST",1.66420135783096e-84,0.25606127111924,0.407,0.253,3.14833612874461e-80,"4","XIST"
"ADM2",1.32909105187416e-82,0.355705806062915,0.329,0.195,2.51437445193554e-78,"4","ADM"
"NEAT11",2.80814507035421e-80,0.263498240353044,0.8,0.642,5.3124488440961e-76,"4","NEAT1"
"UBB2",8.55157721360993e-78,0.329268678371797,0.943,0.871,1.61778737727073e-73,"4","UBB"
"IRF12",1.85950714759376e-77,0.276575793749167,0.477,0.313,3.51781562181788e-73,"4","IRF1"
"TPT11",2.94457760181691e-75,0.254312398630047,0.967,0.937,5.57055190711724e-71,"4","TPT1"
"BRD23",1.91557950750225e-74,0.274452697242652,0.481,0.333,3.62389331229275e-70,"4","BRD2"
"DDIT32",8.94376885233541e-67,0.273838123580115,0.336,0.21,1.69198219148481e-62,"4","DDIT3"
"HSPA1A3",4.34144980120959e-66,0.340841889914249,0.914,0.819,8.21315473392831e-62,"4","HSPA1A"
"BST2",1.28761123271422e-58,0.255812819794889,0.738,0.618,2.43590293004877e-54,"4","BST2"
"FUS2",4.743691406761e-52,0.285051573772071,0.571,0.462,8.97411540331046e-48,"4","FUS"
"MT2A2",6.45069921841222e-29,0.294281671004573,0.372,0.284,1.22034327813922e-24,"4","MT2A"
"HSPA61",0,3.12762323481638,1,0.347,0,"5","HSPA6"
"DNAJB12",0,1.44917684444068,0.998,0.822,0,"5","DNAJB1"
"HSPA1B4",0,1.42312149460595,0.971,0.627,0,"5","HSPA1B"
"HSPA1A4",0,1.03026821828173,0.986,0.815,0,"5","HSPA1A"
"JUN3",0,1.010467845811,0.991,0.816,0,"5","JUN"
"FOS3",0,0.831460167269341,0.957,0.748,0,"5","FOS"
"NR4A12",0,0.668495983060771,0.643,0.337,0,"5","NR4A1"
"JUNB3",2.84769218269264e-294,0.76598254027396,0.955,0.77,5.38726407121793e-290,"5","JUNB"
"DCN2",5.99504976920877e-268,0.599838495027073,0.885,0.57,1.13414351533892e-263,"5","DCN"
"PPP1R15A3",6.37968173231128e-260,0.568815954618421,0.915,0.72,1.20690819011865e-255,"5","PPP1R15A"
"HSPB13",4.07106559088352e-230,0.985429224960062,0.939,0.811,7.70164188483344e-226,"5","HSPB1"
"DUSP13",8.95016188452599e-193,0.651366368413469,0.715,0.483,1.69319162531463e-188,"5","DUSP1"
"EGR12",2.60323735864169e-186,0.575051720440867,0.734,0.514,4.92480443507835e-182,"5","EGR1"
"HES12",1.74278830421226e-180,0.773226116244456,0.682,0.456,3.29700691390875e-176,"5","HES1"
"DDIT42",1.09635151459423e-171,0.609537564328342,0.541,0.324,2.07407779530936e-167,"5","DDIT4"
"DNAJA13",2.30826777160324e-171,0.517406578969761,0.948,0.833,4.366780970319e-167,"5","DNAJA1"
"ZFP364",2.637888125506e-160,0.501994640609438,0.74,0.514,4.99035675583225e-156,"5","ZFP36"
"CEBPB2",1.27425396859314e-159,0.432346559092335,0.455,0.245,2.4106336577845e-155,"5","CEBPB"
"RGS21",2.40560900621829e-157,0.551566763775152,0.457,0.255,4.55093111796377e-153,"5","RGS2"
"HSPH11",5.18334835729812e-152,0.547038817104861,0.8,0.629,9.80585842233658e-148,"5","HSPH1"
"OSR21",1.60217394791107e-151,0.344050203426283,0.344,0.162,3.03099267465816e-147,"5","OSR2"
"DNAJB42",2.08011394865101e-151,0.474495253893286,0.575,0.36,3.93515956805798e-147,"5","DNAJB4"
"HSP90AA12",2.78630356088347e-150,0.436064473186336,0.994,0.934,5.27112907647934e-146,"5","HSP90AA1"
"CEBPD2",2.2393818082603e-147,0.654559564056162,0.55,0.349,4.23646250486684e-143,"5","CEBPD"
"GADD45B4",3.35724341115775e-136,0.41335628609746,0.827,0.628,6.35123308522824e-132,"5","GADD45B"
"IGFBP52",9.51326719811301e-134,0.497266412663716,0.563,0.354,1.79971988853902e-129,"5","IGFBP5"
"SEPP11",5.5388844295802e-122,0.386733137340868,0.648,0.457,1.04784615638798e-117,"5","SEPP1"
"BAG32",5.0029843141416e-118,0.443231798737822,0.581,0.4,9.46464572549308e-114,"5","BAG3"
"H3F3B2",6.02635039290846e-114,0.356028611020878,0.996,0.983,1.14006496733042e-109,"5","H3F3B"
"GADD45G2",2.37305327271545e-111,0.520050038326039,0.45,0.276,4.4893421813231e-107,"5","GADD45G"
"MEG32",4.48649309946989e-108,0.35318473510595,0.504,0.312,8.48754764557714e-104,"5","MEG3"
"KLF101",1.18067165919118e-104,0.347824198680223,0.439,0.269,2.23359464485787e-100,"5","KLF10"
"FOSB3",1.51629773789116e-104,0.391617788817405,0.583,0.396,2.86853206054249e-100,"5","FOSB"
"LUM2",6.81130121521015e-93,0.330458396410309,0.544,0.352,1.28856196389346e-88,"5","LUM"
"ZNF3312",1.19628379030136e-92,0.365457921375684,0.34,0.194,2.26312967449211e-88,"5","ZNF331"
"WBP51",3.94070275062724e-88,0.43348742519022,0.577,0.433,7.4550214636366e-84,"5","WBP5"
"ST131",2.01732005181914e-87,0.321744282893406,0.793,0.676,3.81636607403145e-83,"5","ST13"
"ADAMTS12",1.72274599365126e-82,0.319495709475608,0.442,0.288,3.25909087078946e-78,"5","ADAMTS1"
"TCEAL41",2.13636635183577e-81,0.297891461448046,0.503,0.347,4.04157786440291e-77,"5","TCEAL4"
"MCL11",2.4101261849982e-79,0.368615592354127,0.589,0.455,4.5594767167796e-75,"5","MCL1"
"CSRNP11",3.44856728208907e-76,0.255385734381474,0.378,0.237,6.5239995842561e-72,"5","CSRNP1"
"ZFAND2A1",2.55490248408099e-70,0.346973085680895,0.39,0.256,4.83336451938441e-66,"5","ZFAND2A"
"CLK1",7.63343226232388e-70,0.328497632762379,0.506,0.372,1.44409271538643e-65,"5","CLK1"
"CYR612",3.94714457620803e-66,0.429248614219524,0.627,0.491,7.46720810927035e-62,"5","CYR61"
"ATF31",2.94375470662462e-65,0.262557123670806,0.433,0.29,5.56899515399245e-61,"5","ATF3"
"ID23",9.65591386122415e-65,0.26978640009201,0.633,0.48,1.82670578426639e-60,"5","ID2"
"HSPA83",2.56163809113768e-62,0.292576177455247,0.926,0.844,4.84610694081426e-58,"5","HSPA8"
"HSP90AB13",5.94691265511986e-61,0.273935820205411,0.993,0.959,1.12503693609557e-56,"5","HSP90AB1"
"GLUL1",4.75819863484508e-56,0.274046746144439,0.405,0.288,9.00156017739992e-52,"5","GLUL"
"PDK42",6.51547573534371e-52,0.27336059917474,0.363,0.247,1.23259769961232e-47,"5","PDK4"
"RSRC21",1.96715403036932e-51,0.30886863861766,0.574,0.466,3.72146199465268e-47,"5","RSRC2"
"ID32",2.15089061020515e-49,0.385114919825555,0.67,0.571,4.06905485638609e-45,"5","ID3"
"EIF4A31",2.71938381096865e-47,0.347167129368433,0.55,0.459,5.14453029359049e-43,"5","EIF4A3"
"KLF43",8.80836726672529e-47,0.285947800259034,0.47,0.352,1.66636691951909e-42,"5","KLF4"
"SGK11",1.14191980622527e-44,0.303828825431356,0.439,0.333,2.16028388941696e-40,"5","SGK1"
"MYC3",2.42436475172868e-33,0.29277699283502,0.513,0.426,4.58641323732032e-29,"5","MYC"
"RBP1",0,2.61830377768431,0.926,0.332,0,"6","RBP1"
"SERPINE2",0,2.01682960421596,0.808,0.185,0,"6","SERPINE2"
"GSTA1",0,1.95773558954916,0.789,0.067,0,"6","GSTA1"
"AMH",0,1.9011528439094,0.68,0.043,0,"6","AMH"
"TMSB10",0,1.74946790300249,0.996,0.915,0,"6","TMSB10"
"ATPIF1",0,1.7445059672764,0.8,0.177,0,"6","ATPIF1"
"TNNI3",0,1.72869149313051,0.732,0.04,0,"6","TNNI3"
"MAGED2",0,1.64899555714731,0.825,0.245,0,"6","MAGED2"
"IFI272",0,1.44389689398503,0.854,0.395,0,"6","IFI27"
"STMN1",0,1.41707839718955,0.877,0.484,0,"6","STMN1"
"NGFRAP1",0,1.33939675252876,0.879,0.331,0,"6","NGFRAP1"
"LY6E1",0,1.29202625864161,0.814,0.299,0,"6","LY6E"
"TMSB4X2",0,1.28829684356087,0.999,0.985,0,"6","TMSB4X"
"RPS25",0,1.17317259346895,0.99,0.949,0,"6","RPS25"
"CD99",0,1.16185383785171,0.782,0.32,0,"6","CD99"
"GATM",0,1.05391825108277,0.65,0.088,0,"6","GATM"
"MDK",0,1.00157451778139,0.85,0.422,0,"6","MDK"
"PSMA3",0,0.981851544901102,0.628,0.173,0,"6","PSMA3"
"GSTP1",0,0.971684153188439,0.806,0.345,0,"6","GSTP1"
"SPINT2",0,0.9618008224153,0.577,0.076,0,"6","SPINT2"
"UBE2C",0,0.958349425652176,0.268,0.011,0,"6","UBE2C"
"HSD17B1",0,0.950939739727956,0.54,0.035,0,"6","HSD17B1"
"PPP1R14A",0,0.94106232826863,0.552,0.12,0,"6","PPP1R14A"
"BEX1",0,0.938510493205366,0.584,0.034,0,"6","BEX1"
"TUBB",0,0.934702006725793,0.762,0.408,0,"6","TUBB"
"INHBB",0,0.877308910786322,0.433,0.017,0,"6","INHBB"
"ACTB1",0,0.870726434296898,0.992,0.926,0,"6","ACTB"
"HMGB1",0,0.859866373228205,0.85,0.591,0,"6","HMGB1"
"PRDX2",0,0.850928487839589,0.721,0.26,0,"6","PRDX2"
"ARPC2",0,0.839810996402449,0.766,0.327,0,"6","ARPC2"
"PLA2G16",0,0.83009520336785,0.645,0.14,0,"6","PLA2G16"
"PFN1",0,0.826244561813645,0.78,0.396,0,"6","PFN1"
"APOA1",0,0.822744254348598,0.471,0.061,0,"6","APOA1"
"UQCRQ",0,0.819976238296213,0.67,0.209,0,"6","UQCRQ"
"FHL21",0,0.810220640214453,0.759,0.377,0,"6","FHL2"
"S100A101",0,0.806476457769144,0.751,0.362,0,"6","S100A10"
"VCAN",0,0.794518997414834,0.46,0.037,0,"6","VCAN"
"RANBP1",0,0.79324015918975,0.604,0.2,0,"6","RANBP1"
"ATP5G2",0,0.792320015865527,0.821,0.429,0,"6","ATP5G2"
"TSPAN6",0,0.780721325738596,0.522,0.08,0,"6","TSPAN6"
"NDFIP1",0,0.759715229952932,0.625,0.185,0,"6","NDFIP1"
"TBCA",0,0.757322244029783,0.722,0.308,0,"6","TBCA"
"SMS",0,0.750487188354328,0.663,0.219,0,"6","SMS"
"H3F3A1",0,0.750108241775198,0.909,0.638,0,"6","H3F3A"
"MGST31",0,0.749642203843451,0.708,0.286,0,"6","MGST3"
"PRSS231",0,0.747456931615823,0.532,0.124,0,"6","PRSS23"
"UQCR10",0,0.742943314126119,0.614,0.168,0,"6","UQCR10"
"GSTA4",0,0.742920283692,0.519,0.083,0,"6","GSTA4"
"SPRR2F",0,0.739993991470677,0.347,0.06,0,"6","SPRR2F"
"PRKAR2B",0,0.738906841129843,0.488,0.042,0,"6","PRKAR2B"
"COX7C",0,0.734850093601288,0.816,0.477,0,"6","COX7C"
"HINT1",0,0.733475103144336,0.756,0.348,0,"6","HINT1"
"MYL61",0,0.733232098586198,0.908,0.687,0,"6","MYL6"
"TRAPPC4",0,0.731439123020274,0.526,0.095,0,"6","TRAPPC4"
"CLIC1",0,0.727810717819106,0.69,0.28,0,"6","CLIC1"
"TCEB2",0,0.723638370726147,0.668,0.248,0,"6","TCEB2"
"DBI",0,0.709897529163421,0.562,0.138,0,"6","DBI"
"ATP5I",0,0.697255934670029,0.629,0.233,0,"6","ATP5I"
"FDXR",0,0.696793443804591,0.468,0.036,0,"6","FDXR"
"CBX3",0,0.68517124265238,0.575,0.18,0,"6","CBX3"
"SERF2",0,0.678159454676147,0.862,0.559,0,"6","SERF2"
"AVPI1",0,0.6767706501302,0.332,0.048,0,"6","AVPI1"
"ANXA6",0,0.672021215079171,0.526,0.109,0,"6","ANXA6"
"COX5B",0,0.668416645569777,0.657,0.244,0,"6","COX5B"
"GRIK1",0,0.66357475554124,0.441,0.031,0,"6","GRIK1"
"C14orf2",0,0.656394924276848,0.664,0.27,0,"6","C14orf2"
"RPL35",0,0.652734234560699,0.988,0.925,0,"6","RPL35"
"ATP5J2",0,0.649604366912662,0.568,0.155,0,"6","ATP5J2"
"NDUFS5",0,0.642808336363497,0.641,0.291,0,"6","NDUFS5"
"NDUFA41",0,0.63295403895243,0.745,0.387,0,"6","NDUFA4"
"SRP9",0,0.627094751572591,0.657,0.27,0,"6","SRP9"
"MIF",0,0.623292241354367,0.518,0.232,0,"6","MIF"
"LSM5",0,0.623047815098786,0.514,0.133,0,"6","LSM5"
"ERH",0,0.622283917497538,0.668,0.304,0,"6","ERH"
"MZT2B",0,0.617593188612543,0.596,0.202,0,"6","MZT2B"
"PSMA4",0,0.610813234387703,0.62,0.24,0,"6","PSMA4"
"UQCR11",0,0.609120403701003,0.571,0.189,0,"6","UQCR11"
"TMA7",0,0.607109330863318,0.732,0.398,0,"6","TMA7"
"MINOS1",0,0.605343681351218,0.545,0.168,0,"6","MINOS1"
"PHPT1",0,0.603955580857704,0.523,0.136,0,"6","PHPT1"
"ATP5J",0,0.60100917376654,0.654,0.276,0,"6","ATP5J"
"MARCKSL1",0,0.598790468621627,0.728,0.408,0,"6","MARCKSL1"
"SRSF9",0,0.598409611400682,0.608,0.218,0,"6","SRSF9"
"TM7SF2",0,0.597308712622805,0.397,0.047,0,"6","TM7SF2"
"TCEA3",0,0.594519479637138,0.453,0.064,0,"6","TCEA3"
"C4orf48",0,0.589340759247541,0.4,0.038,0,"6","C4orf48"
"SHFM1",0,0.583904639583337,0.622,0.262,0,"6","SHFM1"
"PPDPF",0,0.583234319889337,0.684,0.34,0,"6","PPDPF"
"ATP5E",0,0.579611780832837,0.707,0.369,0,"6","ATP5E"
"TMEM258",0,0.578499508594391,0.639,0.264,0,"6","TMEM258"
"RPL27A",0,0.5779111194891,0.997,0.958,0,"6","RPL27A"
"BANF1",0,0.567693526125616,0.574,0.218,0,"6","BANF1"
"RPS19",0,0.566987404273054,0.999,0.993,0,"6","RPS19"
"S100B",0,0.565400814800627,0.306,0.015,0,"6","S100B"
"RPS14",0,0.563022108291617,0.999,0.994,0,"6","RPS14"
"NDP",0,0.558703257275073,0.371,0.032,0,"6","NDP"
"CKB1",0,0.557544630231413,0.464,0.115,0,"6","CKB"
"CCND2",0,0.556052562013085,0.388,0.05,0,"6","CCND2"
"HSPG2",0,0.554143053312596,0.351,0.051,0,"6","HSPG2"
"TMEM261",0,0.549179900852026,0.453,0.076,0,"6","TMEM261"
"UBL5",0,0.545675477882598,0.615,0.269,0,"6","UBL5"
